id,title
164,Coalfields Funds - Forest of Dean
165,Coalfields Funds - Derbyshire
166,Coalfields Funds - Yorkshire
167,Small Business Rate Relief (SBRR) - Brent
168,WRAP (Waste Resources Action Plan)
169,Business Services - Northern Ireland
170,Jobcentre Plus Vacancy Filling System - UK
171,Health and Safety Executive for Northern Ireland
172,Waste and Resources Action Plan (WRAP) AggRegain - Aggregates Information Service
173,Enterprise Europe Network
174,Iconnect
175,Coleraine Enterprise Agency
176,Craigavon Industrial Development Organisation
177,Newry & Mourne Co-operative & Enterprise Agency
178,Enterprise Northern Ireland
179,Antrim Enterprise Agency
180,Work West
181,Fermanagh Enterprise Limited
182,Ulster Community Investment Trust
183,East Belfast Enterprise Park
184,Cookstown Enterprise Centre
185,Omagh Enterprise Company
186,IT Support - Banbridge
187,Larne Enterprise Development Company
188,Ards Business Centre Limited
189,Castlereagh Enterprises Limited
190,North City Business Centre  
191,Ormeau Enterprises
192,Skillset UK
193,Women In Business Network
194,Delivery and Innovation Division
195,InterTradeIreland Acumen
196,Central Procurement Directorate
197,Foundation East
198,Start Up Course - Neath Port Talbot
199,"Town Improvement Grant - Bridgend, Garw Valley, Maesteg & Porthcawl"
200,NESTA
201,Cumbria Asset Reinvestment Trust (CART)
202,Community Development Finance Institutions (CDFI)
203,Film Tax Relief
204,Centre For Materials Discovery - Merseyside
205,Enterprise Leeds
206,Arts and Culture Programme - Derry
207,Heritage and Museum Services Programme - Derry
208,North Staffordshire Risk Capital Fund
209,Support for Apprentices
210,Training for Existing Staff
211,Plant Operator Grants
212,"Technical, Management and Professional Work Experience"
213,National Skills Academy for Manufacturing
214,Creative Industries Development Agency
215,Enterprise Local - Shropshire
216,Technology Innovation Fund
217,Environmental Support
218,Think London
219,Merton Means Business
220,Centre for Environment and Safety Management for Business (CESMB)
221,Business Links
222,Business Support - South London
223,Desti.ne - North East
224,Carbon Trust Programme - Northern Ireland
225,Historic Building Grants - Dundee
226,Kingston Enterprising Graduates
227,Peace III Programme - 2007 - 2013
228,Individual Literary Book Grants -Wales
229,Business Support Team - Tameside
230,Business Advice at Glasgow City Council
231,Scottish Seed Fund
232,Business Support - Pendle
233,Tourism Development - North Ayrshire
234,European Services - North Ayrshire
235,International Marketing - West Midlands
238,Entrepreneurs Forum - North East
239,Lloyds TSB Foundation - Northern Ireland
240,Torbay Development Agency
241,Social Enterprise Newry and Mourne
242,Non-Profit Making Organisations Rate Relief - Eden
243,MEDIA - Selective Scheme
244,Start-up Support - Northumberland
245,Sustainable Development Fund - Howardian Hills
246,Investigator Research Grant
247,WREN Main Grant Scheme
248,Employment Medical Advisory Service - Northern Ireland
249,Waterborne Freight Grant (WFG) - Scotland
250,National Skills Academy for Financial Services
251,National Skills Academy for Food and Drink Manufacturing
252,Research and Development Tax Credit for Small and Medium-Sized Enterprises (SMEs) - Croydon
253,Research and Development Tax Credit for Small and Medium-Sized Enterprises (SMEs) - Leicester
254,Research and Development (R&D) Relief for Corporation Tax
255,Research and Development Tax Credit for Small and Medium-Sized Enterprises (SMEs) - Manchester
256,Research and Development Tax Credit for Small and Medium-Sized Enterprises (SMEs) - Southampton
257,Research and Development Tax Credit for Small and Medium-Sized Enterprises (SMEs) - Wales
258,Innovation Unit
259,Business Enterprise Fund - Bradford
260,Export Support - Yorkshire
261,Enterprise Europe - Scotland
262,Women on the Move - Ballymena
263,Green Apple Environment Award
264,Energy Efficiency Loans
265,English Woodland Grant Scheme
266,Woodland Management Grant
267,Coalfields Enterprise Fund - Northumberland
268,Coalfields Enterprise Fund - Nottinghamshire
269,Coalfields Enterprise Fund - Durham
270,"Grants for Historic Buildings, Monuments and Designed Landscapes - England"
271,Technical Advisory Unit - Northern Ireland
272,CE Marking - Northern Ireland
273,Knowledge Transfer Partnership - Northern Ireland
274,Export Skills and Knowledge Workshops - Northern Ireland
275,National Employer Service
276,Enhanced Capital Allowance (ECA) Energy Scheme
277,The Ripple Effect: water efficiency for business
278,Rural Development Contracts - Scotland
279,Environmental Impact Assessment - Scotland
280,Invest In Cornwall
281,Cornwall Marine
282,International Trade Development Liaison Officers (ITDLO) - Wales
283,National Industrial Symbiosis Programme - West Midlands
284,National Industrial Symbiosis Programme - South East
285,European Fisheries Fund (EFF)
286,Business Expansion Support - Orkney
287,Renewables - Orkney
288,Orkney Marketing Support
289,Marine Skills Centre - Falmouth
290,Micro and Nanotechnology Centres
291,Northern Periphery Programme
292,Creative Industry Support - East Lancashire
293,Business Accommodation Support - UK
294,Business Property Improvement Grant - West Dunbartonshire
295,SMART : SCOTLAND
296,Scottish Enterprise - Research and Development (R&D) Grants
297,Seventh Framework Programme
298,Scottish Venture Fund
299,Technology Strategy Board
300,Spirit of Enterprise Loan Fund
301,Social Enterprise Coalition
302,Innovation Vouchers - Northern Ireland
303,Business Training Grant - East Dunbartonshire
304,The Prince's Scottish Youth Business Trust (PSYBT) - Test Marketing Grants
306,Agri-Food Processing and Marketing Grant
307,Skills for Midlothian Businesses
308,Bridge to Employment - Northern Ireland
309,2kT Innovation Fund
310,The Cranfield Trust
311,Rolling Programme - Belfast
312,The Co-operative Loan Fund
313,Small Business Grant - Sunderland
314,Rent Relief Grant - Sunderland
315,Premises and Equipment Grant - Sunderland
316,Social Entrepreneurs Fund / Millennium Awards Trust
317,Manufacturing Advisory Service (MAS) - England
318,Business Growth Grant
319,Scottish Investment Fund
320,Rural Capital Grant Scheme
321,Business Training Support - Inverclyde
322,Business Training Support - Renfrewshire
323,West of Scotland Loan Fund - Inverclyde
324,Enterprise Finance Guarantee
325,Business Gateway Information Service
326,Knowledge Transfer Networks
327,The Design Programme
328,Employer Subsidy
329,ApprenticeshipsNI
330,Training for Success
331,Fife Investment Fund - Grants
332,Outer Hebrides - CNES Micro Business Loan - Western Isles Region
333,Outer Hebrides - CNES Business Loan - Western Isles Region
334,Outer Hebrides Fisheries Support Scheme - Western Isles Region
335,Inter-Island Business Development Scheme
336,Business Start-Up Grant - Helensburgh and Lomond District
337,Community Land Resources Development Programme (CLRDP) 2008 - 2013
338,Community Marine Access Scheme
339,Creative Hebrides Fund
340,Scotland Rural Development Programme 2007 - 2013
341,PSYBT - Outer Hebrides - Western Isles Region
342,Log on - NI
343,West Lothian Loan Fund
344,Local Investment Fund (LIF) - South West Wales
345,Local Investment Fund (LIF) - North West Wales
346,Social Enterprise Support
350,Llwyddo yng Ngwynedd - Mentro
351,Business Support and Relief Package
352,Participation Discretionary Fund
353,Wales SME Recycling Support
354,Grant for Research and Development - Northern Ireland
355,South West Wales Property Development Fund
356,Internet Marketing Check
357,Early Response (ER)
358,Zero Waste Scotland Small Business Support Programme
359,East Lothian Council Business Development Grant
360,Lanarkshire Business Training Support
361,West of Scotland Loan Fund - Lanarkshire
362,Local Investment Fund - South East Wales
363,Business Plan Support Grant - West Dunbartonshire
364,Business ICT Grant - West Dunbartonshire
365,Tourism Support Grant - West Dunbartonshire
366,Fit for Growth – Investor Ready Business Plan
367,Rural Capital Grant Scheme - South Lanarkshire
368,e-Business Grant
369,Graduate Training and Development Fund
370,Intensive Start-Up Support Programme - North West
371,Subsidised Work Placements - Wales
372,Mode Shift Revenue Support (MSRS) Scheme - Scotland
373,Wood Energy Business Scheme
374,Conwy Business Support Grant
375,Starter for 6
376,Business Development Grant - Caerphilly
377,Business Support Loan - Camarthenshire
378,Prince of Wales Innovation Scholarships Programme
380,Broadband Support Scheme
381,Community Toilet Grant Scheme - Anglesey
382,Public Facilities Grant - Vale of Glamorgan
383,Bauhaus Conwy
384,East of Scotland Investment Fund - Angus
385,East of Scotland Investment Fund - Dundee
386,East of Scotland Investment Fund - Edinburgh
387,East of Scotland Investment Fund - Falkirk
388,East of Scotland Investment Fund - Fife
389,East of Scotland Investment Fund - Midlothian
390,East of Scotland Investment Fund - Moray
391,East of Scotland Investment Fund - Perth and Kinross
392,East of Scotland Investment Fund - West Lothian
393,Powys Historic Building Grant
394,Severn Valley Built Heritage Fund
395,Eu-Imminent
398,Employer Direct Online
399,West of Scotland Loan Fund (WSLF) - East Ayrshire
400,Townscape Enhancement Programme - Ferndale
401,Communities 2.0
402,Specialist Support for Construction Businesses
403,Resource Efficiency Support
404,DEBI Environmental Awards
405,Taste and Talent
406,The Centre for Excellence for Leadership and Management Skills in Wales (LMW)
407,Business Start-up Support - Cumbria
408,LinkStart Xtra
409,Enterprise Northern Ireland Loan Fund
410,Microgeneration Certification Scheme (MCS) Loan
411,Building Enhancement Programme
412,Carmarthenshire Lottery Loan
413,Innov8
414,Social Enterprise Network for Greater Manchester
415,WREN Small Grant Scheme
416,WREN Biodiversity Action Fund
417,Glastir Woodland Creation Grant
418,Invest Growth Proof of Concept Fund - Northern Ireland
419,Invest Growth Fund - Northern Ireland
420,Heads of the Valleys Business Seed Capital Fund Grant - Blaenau Gwent
421,Connected
423,SBRI
424,Fit For Growth - West Dunbartonshire
426,Survive and Thrive Programme
427,PRIME Cymru
429,European Fisheries Fund Programme (Scotland) (EFF) 2008 - 2013
430,Outer Hebrides Small Business Assistance Scheme - Micro Business Grant
431,Outer Hebrides Small Business Assistance Scheme - Micro Business Loan - Western Isles Region
432,Outer Hebrides Small Business Assistance Scheme Business Loan - Western Isles 
433,Community Regeneration Fund (CRF) 2008 - 2013
434,South East Sustainability Loan Fund
435,Collaborative Communities
436,The South East Wales Community Economic Development (CED) Programme
437,Flexible Training Opportunities
439,British Library Business & IP Centre
440,Climate Change Alliance - Camden
441,CompeteFor
442,Diversity Works for London
443,Ecovate
444,East London Business Place
445,Global Action Plan
446,Green Tourism for London
447,Go Green Plus
448,Supply Cross River
449,Northwest Aerospace Alliance (NWAA)
450,NW Texnet
451,Business Support - North West
452,Business Support Services - Pennine Lancashire
453,Business Start up - Eden and South Lakeland
454,Rosebud Micro
455,Business Finance and Support - Lancashire
456,The North West Fund for Venture Capital
457,The North West Fund for Development Capital
458,The North West Fund for Business Loans
459,The North West Fund for Biomedical
460,The North West Fund for Digital and Creative
461,The North West Fund for Energy and Environmental
462,Manufacturing Review - North West
463,High Performance Purchasing - North West
464,Culture Mapping and Change - North West
465,Cost Reduction Project - North West
466,Lean Manufacturing
467,Manchester Business Continuity Forum
468,Environmental Business Pledge - Greater Manchester
469,E-tendering Portal - Manchester City Council
470,Invest in Manchester
471,"Manchester Patent Library (PATLIB) – Patents, trademarks and copyright service"
472,Workplace Travel Plans - Manchester
473,Shop Front Improvement Scheme - South Lakeland
474,Tameside Business Family
475,Social Enterprise Loan Fund - England
476,Backing Business Programme - Allerdale and Copeland
477,Enterprise Coaching - West Cumbria
478,"Business Programme - The Prince's Charities for Young People, Burnley"
479,"Business Support - Bolton, Bury, Rochdale"
480,Business Start-Up Support - Blackpool
481,Climate Change Business Grants - Chorley
482,Business Start-Up Support - Pennine Lancashire
483,Business Support Services - Pennine Lancashire
484,Co-operative Enterprise Hub
485,Business Development - Lancashire
486,Business Support - East Manchester
487,National Industrial Symbiosis Programme - North West
488,Invest Sefton
489,Business Information and Market Research Service - Manchester
490,East of England Business Angel Co-Investment Loan Scheme
491,East of England Regional Growth Loan Scheme
492,Business Gateway New Business Start-up Grant - Orkney
493,Guardian Angels - One to One Mentoring
494,Digital Tourism Business Framework Programme - Creating Digital Tourism Communities
495,Digital Tourism Business Framework Programme - Innovative Pilots
496,Aberdeen City and Shire First Employee Grant Scheme
497,Smart - Proof of Market Grant
498,Smart  - Proof of Concept Grant
499,Smart - Development of Prototype
500,Supporting Sustainable Living Grant Scheme
501,Darwen Creates: Business Support and Advice
502,Business Loan Fund - Gwynedd
503,North Wales Coast Regeneration Area Community Fund
504,Intensive Start-Up Support Programme - Oldham and Rochdale
505,Helping Your Business Grow Internationally
506,Budding Businesses Grant
507,Community Economic Development Programme
508,Invest in Nottingham
509,Sullay Jalloh Business Centre
510,IT Apprenticeship Graduates
511,Interactive Scotland
512,Small Business Bonus Scheme - North Lanarkshire
513,Small Business Bonus Scheme - South Lanarkshire
514,Millennium Awards
515,Springboard Growth Programme
516,Apprenticeship Training Agency - East of England
517,Apprenticeship Training Agency - East Midlands
518,Apprenticeship Training Agency - East Midlands
519,Apprenticeship Training Agency - London
520,Apprenticeship Training Agency - London
521,Apprenticeship Training Agency - London
522,Apprenticeship Training Agency - National
523,Apprenticeship Training Agency - North East
524,Apprenticeship Training Agency - South East
525,Apprenticeship Training Agency - South West
526,Apprenticeship Training Agency - West Midlands
527,Apprenticeship Training Agency - West Midlands
528,Apprenticeship Training Agency - Yorkshire and Humber
529,Intensive Start-Up Support Programme
530,Commercial Property Grant Scheme
531,Crofting Counties Agricultural Grants Scheme - Benbecula
532,Crofting Counties Agricultural Grants Scheme - Dumfries
533,Crofting Counties Agricultural Grants Scheme - Elgin
534,Crofting Counties Agricultural Grants Scheme - Galashiels
535,Crofting Counties Agricultural Grants Scheme - Golspie
536,Crofting Counties Agricultural Grants Scheme - Hamilton
537,Crofting Counties Agricultural Grants Scheme - Inverness
538,Crofting Counties Agricultural Grants Scheme - Inverurie
539,Crofting Counties Agricultural Grants Scheme - Kirkwall
540,Crofting Counties Agricultural Grants Scheme - Lerwick
541,Crofting Counties Agricultural Grants Scheme - Oban
542,Crofting Counties Agricultural Grants Scheme - Perth
543,Crofting Counties Agricultural Grants Scheme - Portree
544,Crofting Counties Agricultural Grants Scheme - Stornoway
545,Crofting Counties Agricultural Grants Scheme - Thurso
546,Edinburgh World Heritage - Shopfront Improvement Grant
547,Inventorium
548,European Fisheries Fund Programme (Wales) (EFF) 2008 - 2013
549,Graduate Placement - Orkney
550,Conwy Sustainable Resources Grant
552,New Writers’ Bursaries
553,Healthy Working Lives
554,Published Writers’ Bursaries
555,Children’s Writers’ Bursaries
556,The Miscellaneous Fund
557,Enabling Bursaries for Disabled Writers
558,Asbestos Advisory Service - Northern Ireland
559,Investors in People Scotland Impact Programme
560,Innov8+
561,Graduate Recruitment and Placement (GRAP) Programme
562,Mentor Scheme
563,Social Enterprise Consultancy
564,Early Stage Investment - Wales
565,Management Succession Funding - Wales
566,Development Capital - Wales
567,New Enterprise Start-Up Fund
568,Capital Investment Fund
569,Invest Northern Ireland Start Up Advice-Western Region
570,Invest Northern Ireland Start Up Advice-North East Region
571,Invest Northern Ireland Start Up Advice-North West Region
572,Invest Northern Ireland Start Up Advice-Southern Region
573,Invest Northern Ireland Start Up Advice-Eastern Region
574,"Learndirect - England, Wales and Northern Ireland"
575,Connect Midlands
576,Finance Yorkshire - Business Loans
577,Research and Development Tax Credit for Small and Medium-Sized Enterprises (SMEs) - Cambridge
578,WRAP
579,Medilink - East Midlands
580,EV Tech Fund - North of England
581,Knowledge Transfer Partnerships (KTP)
582,Step Programme
583,National Advice Service
584,Annual Accounting Scheme
585,Flat Rate Scheme for Small Businesses
586,Enterprise Management Incentives
587,Women in Rural Enterprise (WiRE)
588,Women Into the Network (WIN) - North East
589,Women's Business Development Agency
590,British Overseas Industrial Placement (BOND)
591,Environmental Stewardship (ES) - England
592,Archaeological Fund - Orkney
593,Rural Shops Improvement Scheme - Orkney
595,Film Agency - Wales
596,Management and Leadership Development Programme - Northern Ireland
597,Skills for Small Business - Glasgow
598,ReAct for Employers - Wales
599,Business Start-Up Service - Glasgow
600,New Business Seminar - Croydon
601,InterTradeIreland FUSION
602,Pembrokeshire Lottery
603,Knowledge Transfer Partnerships - Wales
604,Human Resource Development - Glasgow
605,Develop a Business - Omagh
606,Start-Up Support - North West
607,Carbon Trust Venture Capital
608,Cwlwm Busnes Cymru - Wales
609,Total Food Marketing - Wales
610,Seedcorn Business Competition - Northern Ireland
612,Business Consultancy - Banbridge
613,Connecting Somerset
614,Biodiversity and Landscape Grant - South Gloucestershire
615,Woodland Planning Grant - England
616,Woodland Assessment Grant - England
617,Woodland Regeneration Grant - England
618,Woodland Creation Grant - England
619,Supply Chain Improvement Programme (SCIP) - West Midlands
620,Business Capital Grant - West Dunbartonshire
621,Childminder Support - Sefton
622,Small Business Rate Relief - Bromley
623,E-Commerce Grant
624,Business Start-Up Grant (Capital Funding) - Rhondda Cynon Taff
625,Business Loans - Coventry and Warwickshire
626,Rate Relief for Businesses in Rural Areas - Bury
627,Small Business Rate Relief - Bury
628,Best Practice Visits
629,Business Advice - Burnley
630,Workplace Support and Training - Bury
631,Employer Advice - Bury
632,Energy Advice Line
633,Energy Survey Service
634,Building Design Advice Service
635,Business Advice - Merseyside
636,Business Advice and Support - Merseyside
637,Business Health Check - Ribble Valley
638,Business Planning Service - Ribble Valley
639,Pre-Start Business Support - Ribble Valley
640,Heritage Grants
641,Business Advice - West Cumbria
642,Business Start-Up Grant - West Dunbartonshire
643,Business Loans - Tees Valley
644,Historic Building Grants - Aberdeen
645,Business Support Services
646,Assistance for New Businesses - West Yorkshire
647,Legal Advice Helpline - Lancaster
653,Enterprise Grant - Broadland
663,NWES Advance Loan Fund – East of England
664,East London Small Business Centre Ltd (ELSBC)
667,Information Society Technologies (FP7) - UK
668,Thames Valley Investment Network (TVIN)
669,Muslim Loan Fund - East London
670,Free Skills Review - Wales
671,Mobility Projects
672,Partnerships Projects
673,Transfer of Innovation
674,MEDIA - Access to Markets
675,Michelin Development Loan Fund - Ballymena
676,Access to Work - Wales
677,The Queen's Award for Enterprise - Promotion
678,Access to Work - North West England
679,Irish Language Broadcast Fund (ILBF)
680,Short Rotation Coppice Scheme - Northern Ireland
681,Enhanced Capital Allowances - Water Saving Investments
682,Tradelinks Programme - Northern Ireland
683,Parks for People
684,National Art Fund
685,Publications Grant Scheme - Northern Ireland
686,European Investment Fund
687,Grants & Funding Advice - West Devon
688,UCIT Loan Finance - Northern Ireland
689,Translation Grants for Publishers
690,Replacement Grant - Northern Ireland
691,Renovation Grant - Northern Ireland
692,Home Grown Cereals Authority
693,Supplier Credit Finance Facility
694,Bromley Environment Awards
695,Tameside Social Enterprise Development
696,Environmental Improvement Grant - Three Rivers
697,Greenwich Pride Grants
698,Green Partnership Awards - Lancashire
699,Mutual Aid Fund - London
700,Hillingdon Community Trust - Main Grants Programme
701,Hillingdon Community Trust - Small Grants Programme
702,Black Country Reinvestment Society
703,Building Repair Grants - Scotland
705,South of Scotland Loan Scheme
706,Michelin Development Loan Fund - Dundee
707,Regional Selective Assistance - Scotland
708,Small Business Bonus Scheme - Scotland
709,Historic Buildings Grant - Wales
710,Mercia Technology Seed Fund
711,Advice for Start-Ups - Hertfordshire
712,Advice for New and Existing Businesses - Hertfordshire
713,Social Enterprise Advice - Hertfordshire
714,Business Advice - Nottingham
715,Start-Up Support - Southwark
716,Existing Business Support - Southwark
717,Innovation Support - Southwark
718,Business Advice - Enfield
719,Business Seminars - Enfield
720,New and Established Business Support - Enfield
721,Business Services - Durham
722,Business Growth Advice - East Durham
723,Retail Support - East Durham
724,Marketing Advice - East Durham
725,Property Advice - East Durham
726,One-to-One Advice - Oxfordshire
727,Business Start-Up Advice - East Durham
728,Business Advice - Cornwall
729,Dartford Borough Council Environmental Award
730,Business Advice - Nottingham
731,Start-Up Advice - South East London
732,Business Advice - South East London
733,Spirit of Enterprise Fund - North East England
734,Street North East - England
735,Michelin Development Loan Fund - Stoke-on-Trent
736,Sirius - Hull
737,The Institute of Applied Entrepreneurship - West Midlands
738,Technology Support - Cambridgeshire
739,Property Solutions - Northern Ireland
740,Mentorsme.co.uk
741,Tourism Development Scheme
742,Brentford and Hounslow Town Centre Support
743,Hounslow Innovation
744,Collaborative Research and Development
745,Designing Demand
746,Networking for Innovation
747,Apprenticeships
749,Recycled Content Grant - Wales
750,Sporting Chance Initiative
751,Access to Finance NW
752,Sustainable Design-led Innovation
753,Lancashire Innovation Network
754,Invest Northern Ireland
755,Panoramic Growth Fund
757,Web Fuelled Business
758,Passport to Export
760,Finance for Business North East
761,Improve Your Resource Efficiency - Devon and Somerset
762,Rural Focus
763,Export Cornwall
764,Social Enterprise Focus
765,Networking for Innovation - South West
766,Business Support and Development - North and West Yorkshire
767,Business Services - East Riding of Yorkshire 
768,Enterprise Coaching Programme - Plymouth
769,Enterprise Europe Network - Yorkshire
770,Enterprise Bursary
771,Innovation Voucher Scheme - Scottish Funding Council
772,Employer Recruitment Incentive - Scotland
773,Employment Grant - Highlands
774,Buyer Credit
775,Be The Boss
776,Starting a High Growth Business
777,Follow on Innovation Voucher Scheme  – Scottish Funding Council
778,Business Growth Grant
779,Aberdare Townscape Enhancement Programme
780,Aberdare Townscape Heritage Initiative
781,Technical Apprenticeship Service (TAS)
782,Rural Development Programme for England (RDPE)
783,Export Finance – Northern Bank
784,Invoice Discounting – Skipton Building Society
785,National Loan Guarantee Scheme (NLGS)
786,Small Loans For Business - North West England
787,Regional Centre Service
788,Heads of the Valleys Seed Capital Fund
789,Waste and Resources Action Programme (WRAP)
790,Workboost Wales
791,Supplier Development Service
792,Glasdir
793,Bradford Kickstart
794,Repayable Business Finance
796,Llwyddo’n Lleol
797,Agri-food and Biosciences Institute (AFBI)
798,Tourism Investment Support Scheme
799,Support for Starting Up - Wales
800,High Potential Starts
801,Barclays Enterprise Finance Guarantee
802,"Barclays Business Loans over £25,000"
803,Barclays Flexible Commercial Mortgage
804,Research & Development & Innovation
805,e-business support
806,"Department of Enterprise, Trade and Investment (DETI) Publications"
807,Geological Survey of Northern Ireland (GSNI)
808,Libraries Northern Ireland Business Services
809,Market foresight and forward focused advice
810,Northern Ireland Central Investment Fund for Charities
811,Safefood - Food Safety Programmes
812,Funding from Sport Northern Ireland
813,Tourism Ireland
814,Arts Council Funding Programmes
815,Construction Skills Northern Ireland Grant Scheme
816,Northern Ireland Screen Support
817,Wales SME Fund
818,Galluogi - the Enabling Fund
819,Life Sciences Investment Fund
820,Rising Stars - Bradford
821,Foreign Exchange Credit Support Scheme
822,Export Working Capital Scheme
823,Letter of Credit Guarantee Scheme
824,Young Person Wage Incentives
825,Apprenticeship Grant for Employers
826,Expert Help - Fife
827,The Community Generation Fund
828,Town Centre Business Grant Programme – North Lanarkshire
829,Lanarkshire business consultancy support – South Lanarkshire
